OBJECTID,LAT_DEG,LAT_MIN,LAT_SEC,LAT_HEMIS,LAT_DECIMAL,LONG_DEG,LONG_MIN,LONG_SEC,LONG_HEMIS,LONG_DECIMAL,ICAO_ID
17835,47,48,48,N,47.81333333,122,2,36,W,-122.0433333,
17836,46,41,51.434,N,46.69762055,123,49,24.179,W,-123.8233831,
17837,46,39,47.2,N,46.66311111,123,48,43.58,W,-123.8121056,
17838,47,9,8.366,N,47.15232388,122,5,38.41,W,-122.0940028,
17839,47,4,13.4,N,47.07038888,122,22,15.9,W,-122.3710833,
17840,47,28,14.614,N,47.47072611,117,25,8.726,W,-117.4190906,
17841,47,24,29.617,N,47.40822694,117,22,18.709,W,-117.3718636,
17842,47,37,8.5,N,47.61902777,117,32,6.8,W,-117.5352222,KGEG
17843,47,34,54.61,N,47.58183611,117,26,13.749,W,-117.4371525,
17844,47,38,56.86,N,47.64912777,117,24,47.08,W,-117.4130778,
17845,47,41,10.625,N,47.68628472,117,11,52.742,W,-117.1979839,
17846,47,39,5.9,N,47.65163888,117,25,27.56,W,-117.4243222,
17847,47,42,34.05,N,47.70945833,117,24,23.91,W,-117.4066417,
17848,47,43,30.617,N,47.72517138,117,16,48.765,W,-117.2802125,
17849,47,31,26,N,47.52388888,117,28,10,W,-117.4694444,
17850,47,31,14.61,N,47.520725,117,27,45.737,W,-117.4627047,
17851,47,36,30.628,N,47.60850777,117,10,50.726,W,-117.1807572,
17852,47,40,58.586,N,47.68294055,117,19,20.734,W,-117.3224261,KSFF
17853,47,18,16,N,47.30444444,117,57,42,W,-117.9616667,
17854,47,36,54.2,N,47.61505555,117,39,20.9,W,-117.6558056,KSKA
17855,48,1,15.609,N,48.0210025,117,44,18.851,W,-117.7385697,
17856,48,15,25,N,48.25694444,122,26,10.3,W,-122.4361944,
17857,48,16,20.15,N,48.27226388,122,21,25.255,W,-122.3570153,
17858,46,35,2.2,N,46.58394444,118,0,12.9,W,-118.0035833,
17859,48,20,44.8,N,48.34577777,120,43,14.9,W,-120.7208056,
17860,47,11,46.07,N,47.19613055,122,39,40.99,W,-122.6613861,
17861,45,43,10.419,N,45.71956083,121,53,10.287,W,-121.8861908,
17862,48,40,22.36,N,48.67287777,123,10,32.683,W,-123.1757453,
17863,46,19,37.46,N,46.32707222,119,58,13.304,W,-119.9703622,
17864,47,15,42,N,47.26166666,122,26,11,W,-122.4363889,
17865,47,14,40.38,N,47.24455,122,26,50.84,W,-122.4474556,
17866,47,15,34.91,N,47.25969722,122,27,7.21,W,-122.4520028,
17867,47,8,15.64,N,47.13767777,122,28,35.31,W,-122.476475,KTCM
17868,47,20,22.29,N,47.339525,124,16,55.58,W,-124.2821056,
17869,47,16,4.6,N,47.26794444,122,34,41.2,W,-122.5781111,KTIW
17870,47,16,59.51,N,47.28319722,122,28,24.81,W,-122.4735583,
17871,47,14,7.922,N,47.23553388,117,2,37.499,W,-117.0437497,
17872,46,51,1.359,N,46.8503775,122,56,9.484,W,-122.9359678,
17873,46,50,25.36,N,46.84037777,122,54,58.481,W,-122.9162447,
17874,46,28,37.809,N,46.47716916,122,48,23.313,W,-122.8064758,KTDO
17875,48,43,29.526,N,48.72486833,119,27,56.285,W,-119.4656347,
17876,46,1,22.38,N,46.02288333,118,32,37.5,W,-118.54375,
17877,48,34,35.57,N,48.57654722,119,3,53.135,W,-119.0647597,
17878,48,35,44.3,N,48.59563888,119,6,2.1,W,-119.1005833,
17879,46,19,55.08,N,46.33196666,120,26,37.5,W,-120.44375,
17880,48,44,45,N,48.74583333,119,19,7,W,-119.3186111,
17881,46,0,8.434,N,46.00234277,121,31,24.292,W,-121.5234144,
17882,45,57,23,N,45.95638888,121,29,52,W,-121.4977778,
17883,47,51,7,N,47.85194444,117,46,55,W,-117.7819444,
17884,48,21,2.107,N,48.35058527,120,5,38.223,W,-120.0939508,
17885,47,20,54.86,N,47.34857222,123,4,12.23,W,-123.0700639,
17886,45,37,13.629,N,45.6204525,122,39,23.358,W,-122.6564883,KVUO
17887,45,40,5.42,N,45.66817222,122,38,37.35,W,-122.6437083,
17888,45,43,12.73,N,45.72020277,122,38,58.38,W,-122.64955,
17889,45,39,47.035,N,45.66306527,122,28,21.485,W,-122.4726347,
17890,45,43,49.415,N,45.73039305,122,44,4.357,W,-122.7345436,
17891,45,41,14.208,N,45.68728,122,31,18.671,W,-122.5218531,
17892,45,37,22.96,N,45.62304444,122,34,47.66,W,-122.5799056,
17893,45,37,52,N,45.63111111,122,31,51,W,-122.5308333,
17894,47,27,30.919,N,47.45858861,122,28,37.099,W,-122.4769719,
17895,47,24,16.46,N,47.40457222,122,29,17.65,W,-122.4882361,
17896,47,23,34.332,N,47.39287,122,27,37.584,W,-122.46044,
17897,47,21,18.8,N,47.35522222,122,47,25,W,-122.7902778,
17898,46,18,53.505,N,46.3148625,118,10,41.841,W,-118.1782892,
17899,46,5,33.15,N,46.09254166,118,17,2.697,W,-118.2840825,KALW
17900,46,0,59.488,N,46.01652444,118,22,13.876,W,-118.3705211,
17901,46,1,39.495,N,46.0276375,118,10,4.826,W,-118.1680072,
17902,46,3,21.42,N,46.05595,118,19,46.28,W,-118.3295222,
17903,46,3,40.98,N,46.06138333,118,20,31.73,W,-118.3421472,
17904,46,28,0.76,N,46.46687777,120,23,18.414,W,-120.3884483,
17905,46,57,56.9348,N,46.96581522,119,3,58.7942,W,-119.0663317,
17906,47,2,59.516,N,47.04986555,118,51,4,W,-118.8511111,
17907,45,37,40.422,N,45.627895,122,11,4.318,W,-122.1845328,
17908,45,33,44.43,N,45.56234166,122,15,21.92,W,-122.2560889,
17909,45,34,4.428,N,45.56789666,122,19,9.329,W,-122.3192581,
17910,46,50,24.305,N,46.84008472,118,10,34.6566,W,-118.1762935,
17911,46,52,0.31,N,46.86675277,118,19,17.54,W,-118.3215389,
17912,46,44,59.52,N,46.74986666,118,25,3.928,W,-118.4177578,
17913,46,49,54.522,N,46.83181166,118,27,41.933,W,-118.4616481,
17914,47,39,21.616,N,47.65600444,120,3,23.266,W,-120.0564628,
17915,47,23,55.7,N,47.39880555,120,12,24.6,W,-120.2068333,KEAT
17916,47,20,23.456,N,47.33984888,120,18,59.249,W,-120.3164581,
17917,47,24,25.88,N,47.40718888,120,19,16.5,W,-120.32125,
17918,46,53,49.023,N,46.89695083,124,6,2.683,W,-124.1007453,
17919,48,37,4.368,N,48.61788,122,57,9.656,W,-122.9526822,
17920,45,48,19.431,N,45.8053975,121,30,4.269,W,-121.5011858,
17921,45,48,7.432,N,45.80206444,121,28,46.267,W,-121.4795186,
17922,45,43,20.03,N,45.72223055,121,28,17.3,W,-121.4714722,
17923,46,13,33.67,N,46.22601944,121,8,10.54,W,-121.1362611,
17924,46,22,19.4657,N,46.3720738,120,38,24.2244,W,-120.6400623,
17925,47,49,12.55,N,47.82015277,118,41,13.015,W,-118.6869486,
17926,47,49,1.845,N,47.81717916,118,48,5.034,W,-118.8013983,
17927,47,45,12.2,N,47.75338888,118,44,38.1,W,-118.7439167,
17928,47,7,46.85,N,47.12968055,122,3,21.5,W,-122.0559722,
17929,47,25,6.54,N,47.41848333,119,6,32.7,W,-119.1090833,
17930,46,31,9.3,N,46.51925,122,53,24.3,W,-122.8900833,
17931,47,38,35.86,N,47.64329444,122,31,17.43,W,-122.5215083,
17932,48,25,29.814,N,48.42494833,120,8,45.188,W,-120.1458856,
17933,47,45,44.354,N,47.76232055,122,9,24.452,W,-122.1567922,
17934,45,53,57.057,N,45.8991825,122,44,15.0375,W,-122.7375104,
17935,46,34,5.402,N,46.56816722,120,32,38.625,W,-120.5440625,KYKM
17936,46,33,45,N,46.5625,120,46,36,W,-120.7766667,
17937,46,31,41,N,46.52805555,120,45,41,W,-120.7613889,
17938,46,35,46.29,N,46.59619166,120,31,20.1,W,-120.52225,
17939,46,40,9.909,N,46.66941916,120,27,21.479,W,-120.4559664,KFCT
17940,46,35,38.63,N,46.59406388,120,32,47.9,W,-120.5466389,
17941,46,36,32.452,N,46.60901444,120,36,51.247,W,-120.6142353,
17942,46,46,50.46,N,46.78068333,120,26,39.23,W,-120.4442306,
17943,46,50,49.364,N,46.84704555,122,31,19.429,W,-122.5220636,
17944,46,55,29.945,N,46.92498472,122,33,10.94,W,-122.5530389,
17945,46,23,37.465,N,46.39374027,120,13,18.191,W,-120.2217197,
17946,38,7,45.394,N,38.12927611,81,3,13.365,W,-81.0537125,
17947,38,28,15,N,38.47083333,79,48,2,W,-79.80055555,
17948,39,29,56,N,39.49888888,79,51,11.3,W,-79.85313888,
17949,37,47,14.4,N,37.78733333,81,7,27,W,-81.12416666,KBKW
17950,37,43,28.419,N,37.72456083,81,5,49.346,W,-81.09704055,
17951,37,47,0.415,N,37.78344861,81,6,59.352,W,-81.11648666,
17952,37,47,58.17,N,37.79949166,81,10,3.69,W,-81.16769166,
17953,39,41,33.4,N,39.69261111,78,9,57.9,W,-78.16608333,
17954,39,28,10.349,N,39.46954138,78,14,8.019,W,-78.23556083,
17955,39,38,34.53,N,39.642925,78,12,3.61,W,-78.20100277,
17956,38,49,44,N,38.82888888,79,51,58,W,-79.86611111,
17957,37,17,45.4141,N,37.29594836,81,12,27.0679,W,-81.20751886,KBLF
17958,37,15,17.65,N,37.25490277,81,14,8.16,W,-81.2356,
17959,37,15,16.422,N,37.25456166,81,14,1.352,W,-81.23370888,
17960,39,19,45.63,N,39.32934166,80,14,19.2,W,-80.23866666,
17961,39,0,2.1,N,39.00058333,80,16,29.8,W,-80.27494444,
17962,39,27,0.326,N,39.45009055,79,39,59.198,W,-79.66644388,
17963,39,19,31,N,39.32527777,78,25,32,W,-78.42555555,
17964,38,22,33.647,N,38.37601305,81,35,34.417,W,-81.59289361,KCRW
17965,38,19,47.23,N,38.32978611,81,36,6.05,W,-81.60168055,
17966,38,13,13.7029,N,38.22047302,81,31,43.3821,W,-81.52871725,
17967,39,17,51.557,N,39.29765472,80,13,39.115,W,-80.22753194,KCKB
17968,39,16,14,N,39.27055555,80,21,51.39,W,-80.364275,
17969,39,19,28.317,N,39.3245325,80,23,48.326,W,-80.39675722,
17970,39,16,23,N,39.27305555,80,22,44,W,-80.37888888,
17971,37,33,31.412,N,37.55872555,81,21,2.367,W,-81.3506575,
17972,38,20,4.396,N,38.33455444,80,39,11.33,W,-80.65314722,
17973,39,3,19.22,N,39.05533888,79,25,50.92,W,-79.43081111,
17974,40,37,45.233,N,40.62923138,80,31,29.245,W,-80.52479027,
17975,39,7,2.044,N,39.11723444,81,23,30,W,-81.39166666,
17976,38,53,22,N,38.88944444,79,51,25.7,W,-79.85713888,KEKN
17977,38,57,22.38,N,38.95621666,79,47,19.23,W,-79.788675,
17978,39,26,57.308,N,39.44925222,80,0,41,W,-80.01138888,
17979,39,26,51.1466,N,39.44754072,80,10,3.4849,W,-80.16763469,
17980,38,45,43.98,N,38.76221666,81,41,45.71,W,-81.69603055,
17981,38,1,36.399,N,38.0267775,81,7,11.368,W,-81.11982444,
17982,38,7,36,N,38.12666666,81,4,47,W,-81.07972222,
17983,39,21,19.92,N,39.35553333,78,4,44.55,W,-78.07904166,
17984,39,20,2,N,39.33388888,78,6,17.5,W,-78.10486111,
17985,39,56,55.266,N,39.948685,80,45,34.307,W,-80.75952972,
17986,39,20,36.33,N,39.343425,80,1,45.05,W,-80.02918055,
17987,38,25,50.426,N,38.43067388,79,49,32.205,W,-79.8256125,
17988,38,20,37.3323,N,38.34370341,82,6,40.8652,W,-82.11135144,
17989,39,19,50,N,39.33055555,77,47,41,W,-77.79472222,
17990,39,34,29,N,39.57472222,77,58,17.46,W,-77.97151666,
17991,38,22,6.6281,N,38.3685078,82,33,37.2968,W,-82.56036022,KHTS
17992,38,24,36.92,N,38.41025555,82,25,35.94,W,-82.42665,
17993,38,27,25.304,N,38.45702888,82,18,49.536,W,-82.31376,
17994,38,22,38.5,N,38.37736111,82,30,59.91,W,-82.51664166,
17995,38,25,49.95,N,38.43054166,82,23,59.54,W,-82.39987222,
17996,39,24,37.44,N,39.4104,79,0,11.64,W,-79.00323333,
17997,39,29,0.332,N,39.48342555,78,55,35.089,W,-78.92641361,
17998,39,26,41.326,N,39.44481277,79,41,21.203,W,-79.68922305,
17999,38,5,20.397,N,38.08899916,81,3,54.364,W,-81.06510111,
18000,37,51,29.904,N,37.85830666,80,23,58.137,W,-80.3994825,KLWB
18001,37,50,1.435,N,37.83373194,80,26,12.27,W,-80.43674166,
18002,38,24,5.53,N,38.40153611,79,59,42.69,W,-79.99519166,
18003,37,51,20.47,N,37.85568611,81,54,57.18,W,-81.91588333,
18004,39,24,8.488,N,39.40235777,77,58,58.8,W,-77.983,KMRB
18005,39,28,32.348,N,39.47565222,77,58,46.0445,W,-77.9794568,
18006,39,24,54.1,N,39.41502777,77,54,47.11,W,-77.91308611,
18007,39,23,37.3,N,39.39369444,78,9,23.4,W,-78.1565,
18008,39,1,20.281,N,39.02230027,82,1,24.505,W,-82.02347361,
18009,39,10,34.83,N,39.17634166,79,4,5.32,W,-79.06814444,
18010,38,26,27.2,N,38.44088888,82,12,2.8,W,-82.20077777,
18011,38,30,21.7548,N,38.506043,80,1,24.0996,W,-80.023361,
18012,39,38,36.943,N,39.64359527,79,55,3.169,W,-79.91754694,KMGW
18013,39,39,12.3,N,39.65341666,79,57,22.43,W,-79.95623055,
18014,39,52,51,N,39.88083333,80,44,8.8,W,-80.73577777,KMPG
18015,39,55,45.268,N,39.92924111,80,45,54.31,W,-80.76508611,
18016,37,50,2.96,N,37.83415555,81,11,47.96,W,-81.19665555,
18017,38,11,48.95,N,38.19693055,80,51,51.98,W,-80.86443888,
18018,37,53,20.37,N,37.88899166,81,7,14.53,W,-81.12070277,
18019,39,22,19.332,N,39.37203666,79,53,34.251,W,-79.8928475,
18020,39,24,36,N,39.41,79,51,24,W,-79.85666666,
18021,40,31,59.2,N,40.53311111,80,32,28,W,-80.54111111,
18022,39,40,52.28,N,39.68118888,80,50,55.31,W,-80.84869722,
18023,39,38,9.276,N,39.63591,80,52,13.36,W,-80.87037777,
18024,39,20,41.863,N,39.34496194,81,26,21.455,W,-81.43929305,KPKB
18025,39,16,17.52,N,39.27153333,81,33,37.31,W,-81.56036388,
18026,39,16,48.4284,N,39.280119,81,33,7.4952,W,-81.552082,
18027,39,15,55.27,N,39.26535277,81,35,9.452,W,-81.58595888,
18028,37,40,46.434,N,37.679565,80,42,37.289,W,-80.71035805,
18029,38,59,41.8,N,38.99494444,79,8,45.1,W,-79.14586111,
18030,39,9,58.285,N,39.16619027,80,3,44.455,W,-80.06234861,
18031,37,36,1.6,N,37.60044444,81,33,33.4,W,-81.55927777,
18032,38,28,43.75,N,38.47881944,81,48,13.3,W,-81.80369444,
18033,38,54,52.685,N,38.91463472,82,5,54.884,W,-82.09857888,
18034,38,52,7.13,N,38.86864722,82,7,18.24,W,-82.12173333,
18035,37,21,42.61,N,37.36183611,81,6,46.2,W,-81.11283333,
18036,37,56,55.423,N,37.94872861,80,42,59.315,W,-80.71647638,
18037,39,17,44.83,N,39.29578611,77,51,28.18,W,-77.85782777,
18038,38,55,47.2,N,38.92977777,81,49,10.1,W,-81.81947222,
18039,38,57,7.29,N,38.952025,81,46,23.474,W,-81.77318722,
18040,38,15,30.2,N,38.25838888,80,39,4.8,W,-80.65133333,
18041,38,13,12,N,38.22,80,32,5.04,W,-80.53473333,
18042,39,17,6.365,N,39.28510138,78,44,18.058,W,-78.73834944,
18043,39,23,41,N,39.39472222,78,40,46,W,-78.67944444,
18044,39,20,1,N,39.33361111,78,41,51,W,-78.6975,
18045,37,46,19.39,N,37.77205277,80,28,13.22,W,-80.47033888,
18046,39,19,32.8656,N,39.325796,79,39,42.0624,W,-79.661684,
18047,39,24,49.27,N,39.41368611,81,11,59.406,W,-81.199835,
18048,39,24,22,N,39.40611111,80,16,36.7,W,-80.27686111,
18049,38,24,37.42,N,38.41039444,79,59,43.24,W,-79.99534444,
18050,38,20,8.7916,N,38.33577544,81,44,25.1912,W,-81.74033088,
18051,38,46,39.08,N,38.77752222,81,18,37.1499,W,-81.31031941,
18052,38,49,25.669,N,38.82379694,81,20,55.784,W,-81.34882888,KUSW
18053,38,13,53.9,N,38.23163888,80,52,14.9,W,-80.87080555,KSXL
18054,38,41,13.6,N,38.68711111,80,39,7.5,W,-80.65208333,
18055,38,37,6,N,38.61833333,80,45,28,W,-80.75777777,
18056,48,0,7.2,N,48.002,117,15,48,W,-117.2633333,
18057,39,27,47.332,N,39.46314777,79,32,33.176,W,-79.54254888,
18058,37,32,45,N,37.54583333,80,32,2,W,-80.53388888,
18059,38,34,15.31,N,38.57091944,82,3,44.504,W,-82.06236222,
18060,39,34,47.302,N,39.57980611,79,38,59.181,W,-79.6497725,
18061,40,23,52.244,N,40.39784555,80,37,19.266,W,-80.62201833,
18062,40,23,37.6032,N,40.39377866,80,31,38.6491,W,-80.52740252,
18063,40,16,4.252,N,40.26784777,80,37,2.269,W,-80.61729694,
18064,39,2,53.72,N,39.04825555,80,29,32.81,W,-80.49244722,
18065,39,9,57.24,N,39.1659,80,39,2.9,W,-80.65080555,
18066,39,37,57.09,N,39.632525,80,0,2.75,W,-80.00076388,
18067,40,10,30.041,N,40.17501138,80,38,46.566,W,-80.64626833,KHLG
18068,40,5,35.26,N,40.09312777,80,43,4.292,W,-80.71785888,
18069,40,3,15.48,N,40.0543,80,43,22.59,W,-80.72294166,
18070,37,40,54.3503,N,37.68176397,82,7,19.4396,W,-82.12206655,KEBD
18071,42,43,2.5926,N,42.71738683,89,25,27.0619,W,-89.42418386,
18072,44,38,31.998,N,44.64222166,87,25,11.325,W,-87.4198125,
18073,44,16,16.903,N,44.27136194,89,26,13.426,W,-89.43706277,
18074,45,16,52.132,N,45.28114777,92,22,31.409,W,-92.37539138,KAHH
18075,44,27,50.902,N,44.46413944,89,21,31.412,W,-89.35872555,
18076,45,9,14.2189,N,45.15394969,89,6,38.2203,W,-89.11061675,KAIG
18077,45,8,33.18,N,45.14255,89,8,19.68,W,-89.1388,
18078,44,15,29.135,N,44.25809305,88,31,8.66,W,-88.51907222,KATW
18079,44,16,44.4,N,44.279,88,23,35.1276,W,-88.393091,
18080,43,5,29.65,N,43.09156944,89,59,52.75,W,-89.99798611,
18081,44,36,14.878,N,44.60413277,92,2,47.62,W,-92.04656111,
18082,43,19,16.96,N,43.32137777,89,19,15.419,W,-89.32094972,
18083,46,32,54.7,N,46.54852777,90,55,8.3,W,-90.91897222,KASX
18084,46,34,4.198,N,46.56783277,90,53,25.476,W,-90.89041,
18085,46,37,30.2517,N,46.62506991,90,49,3.4688,W,-90.81763022,
18086,42,41,52.66,N,42.69796111,89,47,11.665,W,-89.78657361,
18087,45,9,34.7198,N,45.15964438,90,3,24.777,W,-90.0568825,
18088,44,57,59.876,N,44.96663222,92,23,15.688,W,-92.38769111,
18089,44,54,32,N,44.90888888,92,24,6,W,-92.40166666,
18090,45,27,25.294,N,45.45702611,92,22,41.901,W,-92.37830583,
18091,43,31,19.292,N,43.52202555,89,46,16.457,W,-89.77123805,KDLL
18092,43,28,50.81,N,43.48078055,89,43,52.05,W,-89.731125,
18093,43,25,3.945,N,43.4177625,89,45,55.446,W,-89.76540166,
18094,45,24,29.3055,N,45.40814041,91,49,57.4545,W,-91.83262625,
18095,45,23,49.33,N,45.39703611,91,50,23.25,W,-91.83979166,
18096,46,53,36.755,N,46.89354305,90,49,14.671,W,-90.82074194,
18097,43,26,56.17,N,43.44893611,88,49,36.08,W,-88.82668888,
18098,45,34,53.873,N,45.58163138,87,50,43.427,W,-87.84539638,
18099,45,35,8.865,N,45.58579583,88,0,13.424,W,-88.00372888,
18100,42,29,52,N,42.49777777,88,58,3.4,W,-88.96761111,
18101,42,32,54.8,N,42.54855555,89,0,24.8,W,-89.00688888,
18102,43,59,9.929,N,43.98609138,88,59,0.415,W,-88.98344861,
18103,43,59,29.93,N,43.99164722,88,57,45.414,W,-88.962615,
18104,44,45,54.895,N,44.76524861,89,24,26.423,W,-89.40733972,
18105,45,39,34,N,45.65944444,91,31,21,W,-91.5225,
18106,45,44,35.69,N,45.74324722,91,39,9.57,W,-91.65265833,
18107,39,22,45.86,N,39.37940555,108,5,16.1,W,-108.0878056,
18108,44,30,55.7854,N,44.51549594,88,32,29.9023,W,-88.54163952,
18109,43,5,53.62,N,43.09822777,89,46,29.42,W,-89.77483888,
18110,44,15,2.659,N,44.25073861,90,51,19.009,W,-90.85528027,KBCK
18111,44,18,1.858,N,44.30051611,90,59,16.525,W,-90.98792361,
18112,44,18,13.558,N,44.30376611,90,51,19.9755,W,-90.85554875,
18113,44,17,9.85,N,44.28606944,91,13,35.575,W,-91.22654861,
18114,45,7,59.861,N,45.13329472,91,27,0.573,W,-91.45015916,
18115,45,6,8.84,N,45.10245555,91,30,5.2,W,-91.50144444,
18116,42,52,53.96,N,42.88165555,90,51,38.456,W,-90.86068222,
18117,43,9,38.904,N,43.16080666,90,40,26.321,W,-90.67397805,KOVS
18118,43,8,0.75,N,43.13354166,90,42,25.57,W,-90.70710277,
18119,43,12,31.1,N,43.20863888,90,39,49.5,W,-90.66375,
18120,46,8,12.7165,N,46.13686569,89,38,51.399,W,-89.64761083,KBDJ
18121,45,2,38.2317,N,45.04395325,92,1,16.7814,W,-92.02132816,
18122,42,31,20.069,N,42.52224138,88,1,40.295,W,-88.02785972,
18123,42,31,24.069,N,42.5233525,88,1,0.293,W,-88.01674805,
18124,42,34,40.068,N,42.57779666,88,0,50.58,W,-88.01405,
18125,42,32,12.07,N,42.53668611,88,0,14.292,W,-88.00397,
18126,42,35,43.7985,N,42.59549958,89,22,52.674,W,-89.38129833,
18127,43,5,22.7089,N,43.08964136,88,10,46.0029,W,-88.17944525,
18128,42,52,57.006,N,42.88250166,89,24,2.428,W,-89.40067444,
18129,43,10,53.08,N,43.18141111,87,57,48.97,W,-87.96360277,
18130,45,22,29.87,N,45.37496388,91,17,30.55,W,-91.29181944,
18131,46,26,59.791,N,46.44994194,91,37,0.683,W,-91.61685638,
18132,44,46,50.283,N,44.78063416,87,36,8.651,W,-87.60240305,
18133,42,41,26.5816,N,42.69071711,88,18,16.8571,W,-88.30468252,KBUU
18134,42,40,21.11,N,42.67253055,88,16,53.46,W,-88.28151666,
18135,46,11,41.759,N,46.19493305,91,14,54.431,W,-91.24845305,
18136,44,54,34.862,N,44.90968388,91,14,30.545,W,-91.24181805,
18137,43,56,21.263,N,43.93923972,90,15,11.382,W,-90.25316166,KVOK
18138,42,31,40.07,N,42.52779722,88,9,22.31,W,-88.15619722,
18139,42,42,15.375,N,42.70427083,90,57,57.985,W,-90.96610694,
18140,44,49,57.96,N,44.83276666,88,27,47.37,W,-88.46315833,
18141,43,19,45.013,N,43.32917027,87,59,50.325,W,-87.9973125,
18142,43,16,10.02,N,43.26945,87,59,53.323,W,-87.99814527,
18143,43,35,19.991,N,43.58888638,87,47,3.315,W,-87.78425416,
18144,44,3,29.864,N,44.05829555,91,25,50.528,W,-91.43070222,
18145,45,11,30.95,N,45.19193055,87,21,33.4,W,-87.35927777,
18146,45,18,23.3552,N,45.30648755,91,38,12.5629,W,-91.63682302,
18147,45,18,43,N,45.31194444,91,35,23,W,-91.58972222,
18148,45,14,20.2594,N,45.23896094,91,42,43.0115,W,-91.71194763,
18149,44,3,49.6802,N,44.06380005,88,11,31.0528,W,-88.19195911,
18150,44,59,59.86,N,44.99996111,91,23,0.562,W,-91.38348944,
18151,44,55,59.862,N,44.933295,91,16,20.547,W,-91.27237416,
18152,44,56,57.79,N,44.94938611,91,21,37.93,W,-91.36053611,
18153,44,59,14.36,N,44.98732222,91,19,49.35,W,-91.330375,
18154,44,56,8.1485,N,44.9355968,91,25,50.4709,W,-91.43068636,
18155,46,9,30.831,N,46.15856416,90,53,3.654,W,-90.88434833,
18156,42,35,24.5,N,42.59013888,88,52,28.4,W,-88.87455555,
18157,44,36,47.4,N,44.61316666,88,43,51.2,W,-88.73088888,KCLI
18158,45,4,33.94,N,45.07609444,88,0,15.374,W,-88.00427055,
18159,45,1,53.52,N,45.03153333,91,43,57,W,-91.7325,
18160,43,19,21.13,N,43.32253611,89,2,3.25,W,-89.03423611,
18161,43,22,47.963,N,43.37998972,89,0,38.395,W,-89.01066527,
18162,45,30,25.838,N,45.50717722,92,8,30.664,W,-92.14185111,
18163,45,9,55.88,N,45.16552222,91,6,20.51,W,-91.10569722,
18164,46,51,58.3841,N,46.8662178,91,5,0.9654,W,-91.0836015,
18165,43,2,1.994,N,43.03388722,89,11,33.414,W,-89.192615,
18166,43,1,9.996,N,43.01944333,89,11,7.413,W,-89.1853925,
18167,45,31,21.534,N,45.52264833,88,55,42.3743,W,-88.9284373,
18168,45,32,17,N,45.53805555,92,1,23,W,-92.02305555,
18169,45,12,52.7071,N,45.21464086,88,4,23.8734,W,-88.07329816,
18170,45,30,21.9588,N,45.50609966,91,58,50.8876,W,-91.98080211,KUBE
18171,45,35,4,N,45.58444444,91,55,33,W,-91.92583333,
18172,45,32,25.16,N,45.54032222,92,3,12.56,W,-92.05348888,
18173,42,56,55.994,N,42.94888722,89,49,31,W,-89.82527777,
18174,43,13,19.971,N,43.22221416,89,28,5.429,W,-89.46817472,
18175,43,16,6,N,43.26833333,89,29,4,W,-89.48444444,
18176,42,39,4.048,N,42.65112444,88,44,45.379,W,-88.74593861,
18177,42,41,3.3275,N,42.68425763,90,6,34.9765,W,-90.10971569,
18178,42,39,30.93,N,42.65859166,90,7,51.62,W,-90.13100555,
18179,43,15,51.966,N,43.264435,89,19,23.418,W,-89.32317166,
18180,42,38,2.854,N,42.63412611,88,36,4.065,W,-88.60112916,
18181,42,42,0.6,N,42.70016666,88,42,45,W,-88.7125,
18182,44,21,19.969,N,44.35554694,88,3,30.364,W,-88.05843444,
18183,44,22,3.5,N,44.36763888,88,9,31.24,W,-88.15867777,
18184,42,57,6.78,N,42.95188333,90,7,42.72,W,-90.12853333,
18185,43,4,6.97,N,43.06860277,90,13,10.14,W,-90.21948333,
18186,42,52,12.5,N,42.87013888,89,54,3.5,W,-89.90097222,
18187,44,58,13.884,N,44.97052333,90,20,46.487,W,-90.34624638,
18188,42,58,38,N,42.97722222,88,28,33,W,-88.47583333,
18189,43,0,18.75,N,43.00520833,88,28,14.69,W,-88.47074722,
18190,46,20,55.3377,N,46.34870491,91,29,47.4789,W,-91.49652191,
18191,43,40,4.979,N,43.66804972,88,11,43.352,W,-88.19537555,
18192,44,32,19.881,N,44.53885583,92,0,50.609,W,-92.01405805,
18193,44,37,15.875,N,44.62107638,91,57,45.612,W,-91.96267,
18194,44,40,4.3,N,44.66786111,91,53,28,W,-91.89111111,
18195,45,55,56.4,N,45.93233333,89,16,5.8,W,-89.26827777,KEGV
18196,45,51,4.831,N,45.85134194,89,27,4.497,W,-89.45124916,
18197,42,47,49.8,N,42.79716666,88,22,21.4,W,-88.37261111,
18198,42,48,0.053,N,42.80001472,88,20,0.337,W,-88.33342694,
18199,44,51,56.9,N,44.86580555,91,29,3.3,W,-91.48425,KEAU
18200,44,48,49.4645,N,44.81374013,91,30,43.59,W,-91.51210833,
18201,44,47,39.57,N,44.794325,91,30,34.05,W,-91.50945833,
18202,44,43,24.858,N,44.72357166,91,27,35.573,W,-91.45988138,
18203,44,48,47.76,N,44.81326666,91,33,29.04,W,-91.55806666,
18204,43,42,29.973,N,43.70832583,88,17,8.362,W,-88.28565611,
18205,42,52,20.65,N,42.87240277,89,4,32.03,W,-89.07556388,
18206,42,53,7.55,N,42.88543055,89,7,17.825,W,-89.12161805,
18207,44,52,25.89,N,44.87385833,89,13,50.4,W,-89.23066666,
18208,44,34,29.87,N,44.57496388,91,32,49.56,W,-91.5471,
18209,42,42,25.048,N,42.70695777,88,38,15.37,W,-88.63760277,
